truck_id,source_id,sink_id,generated_at_step,removed_at_step,infra_crossing_count,total_driving_time
Truck5867889,N105 start,N2 start,5,11,11,6
Truck5867789,N1 start,N2 start,0,12,17,12
Truck5867807,N1 start,N2 start,1,13,17,12
Truck5867810,N1 start,N2 start,1,13,17,12
Truck5867823,N2 start,N1 start,1,13,17,12
Truck5867824,N2 start,N1 start,1,13,17,12
Truck5867829,N1 start,N2 start,2,14,17,12
Truck5867832,N1 start,N2 start,2,14,17,12
Truck5867946,N105 start,N2 start,9,15,11,6
Truck5867796,N105 start,N1 start,0,16,28,16
Truck5867862,N1 start,N2 start,4,16,17,12
Truck5867865,N1 start,N2 start,4,16,17,12
Truck5867870,N2 start,N1 start,4,16,17,12
Truck5867872,N2 start,N1 start,4,16,17,12
Truck5867808,N1 start,N105 start,1,17,28,16
Truck5867815,N105 start,N1 start,1,17,28,16
Truck5867817,N105 start,N1 start,1,17,28,16
Truck5867879,N1 start,N2 start,5,17,17,12
Truck5867881,N1 start,N2 start,5,17,17,12
Truck5867883,N1 start,N2 start,5,17,17,12
Truck5867834,N105 start,N1 start,2,18,28,16
Truck5867835,N105 start,N1 start,2,18,28,16
Truck5867837,N105 start,N1 start,2,18,28,16
Truck5867898,N1 start,N2 start,6,18,17,12
Truck5867901,N1 start,N2 start,6,18,17,12
Truck5867903,N1 start,N2 start,6,18,17,12
Truck5867906,N2 start,N1 start,6,18,17,12
Truck5867908,N2 start,N1 start,6,18,17,12
Truck5867847,N1 start,N105 start,3,19,28,16
Truck5867852,N1 start,N105 start,3,19,28,16
Truck5867856,N105 start,N1 start,3,19,28,16
Truck5867934,N2 start,N1 start,8,20,17,12
Truck5867882,N1 start,N105 start,5,21,28,16
Truck5867890,N105 start,N1 start,5,21,28,16
Truck5867955,N2 start,N1 start,9,21,17,12
Truck5868076,N105 start,N2 start,15,21,11,6
Truck5868121,N2 start,N105 start,17,21,11,4
Truck5867904,N105 start,N1 start,6,22,28,16
Truck5867961,N1 start,N2 start,10,22,17,12
Truck5867962,N1 start,N2 start,10,22,17,12
Truck5867976,N2 start,N1 start,10,22,17,12
Truck5867977,N2 start,N1 start,10,22,17,12
Truck5867978,N2 start,N1 start,10,22,17,12
Truck5867911,N1 start,N105 start,7,23,28,16
Truck5867912,N1 start,N105 start,7,23,28,16
Truck5867983,N1 start,N2 start,11,23,17,12
Truck5867986,N1 start,N2 start,11,23,17,12
Truck5867987,N1 start,N2 start,11,23,17,12
Truck5867996,N2 start,N1 start,11,23,17,12
Truck5867998,N2 start,N1 start,11,23,17,12
Truck5867999,N2 start,N1 start,11,23,17,12
Truck5868115,N105 start,N2 start,17,23,11,6
Truck5868152,N2 start,N105 start,19,23,11,4
Truck5867925,N1 start,N105 start,8,24,28,16
