truck_id,source_id,sink_id,generated_at_step,removed_at_step,infra_crossing_count,total_driving_time
Truck1275557,N105 start,N2 start,1,7,11,6
Truck1275608,N105 start,N2 start,3,9,11,6
Truck1275652,N2 start,N105 start,5,9,11,4
Truck1275628,N105 start,N2 start,4,10,11,6
Truck1275550,N2 start,N1 start,0,12,17,12
Truck1275551,N1 start,N2 start,1,13,17,12
Truck1275565,N2 start,N1 start,1,13,17,12
Truck1275566,N2 start,N1 start,1,13,17,12
Truck1275569,N2 start,N1 start,1,13,17,12
Truck1275682,N105 start,N2 start,7,13,11,6
Truck1275576,N1 start,N2 start,2,14,17,12
Truck1275592,N2 start,N1 start,2,14,17,12
Truck1275595,N2 start,N1 start,2,14,17,12
Truck1275596,N2 start,N1 start,2,14,17,12
Truck1275597,N2 start,N1 start,2,14,17,12
Truck1275600,N1 start,N2 start,3,15,17,12
Truck1275601,N1 start,N2 start,3,15,17,12
Truck1275614,N2 start,N1 start,3,15,17,12
Truck1275615,N2 start,N1 start,3,15,17,12
Truck1275617,N2 start,N1 start,3,15,17,12
Truck1275718,N105 start,N2 start,9,15,11,6
Truck1275546,N1 start,N105 start,0,16,28,16
Truck1275549,N105 start,N1 start,0,16,28,16
Truck1275623,N1 start,N2 start,4,16,17,12
Truck1275638,N2 start,N1 start,4,16,17,12
Truck1275552,N1 start,N105 start,1,17,28,16
Truck1275559,N105 start,N1 start,1,17,28,16
Truck1275560,N105 start,N1 start,1,17,28,16
Truck1275575,N1 start,N105 start,2,18,28,16
Truck1275581,N105 start,N1 start,2,18,28,16
Truck1275583,N105 start,N1 start,2,18,28,16
Truck1275584,N105 start,N1 start,2,18,28,16
Truck1275658,N1 start,N2 start,6,18,17,12
Truck1275605,N105 start,N1 start,3,19,28,16
Truck1275606,N105 start,N1 start,3,19,28,16
Truck1275609,N105 start,N1 start,3,19,28,16
Truck1275675,N1 start,N2 start,7,19,17,12
Truck1275688,N2 start,N1 start,7,19,17,12
Truck1275690,N2 start,N1 start,7,19,17,12
Truck1275694,N1 start,N2 start,8,20,17,12
Truck1275806,N105 start,N2 start,14,20,11,6
Truck1275648,N105 start,N1 start,5,21,28,16
Truck1275710,N1 start,N2 start,9,21,17,12
Truck1275711,N1 start,N2 start,9,21,17,12
Truck1275663,N105 start,N1 start,6,22,28,16
Truck1275664,N105 start,N1 start,6,22,28,16
Truck1275665,N105 start,N1 start,6,22,28,16
Truck1275724,N1 start,N2 start,10,22,17,12
Truck1275730,N1 start,N2 start,10,22,17,12
Truck1275738,N2 start,N1 start,10,22,17,12
Truck1275739,N2 start,N1 start,10,22,17,12
Truck1275873,N2 start,N105 start,18,22,11,4
Truck1275678,N1 start,N105 start,7,23,28,16
Truck1275743,N1 start,N2 start,11,23,17,12
Truck1275745,N1 start,N2 start,11,23,17,12
Truck1275756,N2 start,N1 start,11,23,17,12
Truck1275892,N2 start,N105 start,19,23,11,4
Truck1275692,N1 start,N105 start,8,24,28,16
Truck1275699,N105 start,N1 start,8,24,28,16
Truck1275760,N1 start,N2 start,12,24,17,12
Truck1275772,N2 start,N1 start,12,24,17,12
Truck1275707,N1 start,N105 start,9,25,28,16
Truck1275709,N1 start,N105 start,9,25,28,16
Truck1275712,N1 start,N105 start,9,25,28,16
Truck1275719,N105 start,N1 start,9,25,28,16
Truck1275776,N1 start,N2 start,13,25,17,12
Truck1275785,N2 start,N1 start,13,25,17,12
Truck1275926,N2 start,N105 start,21,25,11,4
Truck1275723,N1 start,N105 start,10,26,28,16
Truck1275735,N105 start,N1 start,10,26,28,16
Truck1275791,N1 start,N2 start,14,26,17,12
Truck1275794,N1 start,N2 start,14,26,17,12
Truck1275799,N1 start,N2 start,14,26,17,12
Truck1275809,N2 start,N1 start,14,26,17,12
Truck1275810,N2 start,N1 start,14,26,17,12
Truck1275749,N105 start,N1 start,11,27,28,16
Truck1275750,N105 start,N1 start,11,27,28,16
Truck1275818,N1 start,N2 start,15,27,17,12
Truck1275822,N1 start,N2 start,15,27,17,12
Truck1275829,N2 start,N1 start,15,27,17,12
Truck1275964,N2 start,N105 start,23,27,11,4
Truck1275766,N105 start,N1 start,12,28,28,16
Truck1275831,N1 start,N2 start,16,28,17,12
Truck1275842,N2 start,N1 start,16,28,17,12
Truck1275856,N2 start,N1 start,17,29,17,12
Truck1275857,N2 start,N1 start,17,29,17,12
Truck1275797,N1 start,N105 start,14,30,28,16
Truck1275802,N105 start,N1 start,14,30,28,16
Truck1275803,N105 start,N1 start,14,30,28,16
Truck1275804,N105 start,N1 start,14,30,28,16
Truck1275805,N105 start,N1 start,14,30,28,16
Truck1275861,N1 start,N2 start,18,30,17,12
Truck1275862,N1 start,N2 start,18,30,17,12
Truck1275874,N2 start,N1 start,18,30,17,12
Truck1276012,N2 start,N105 start,26,30,11,4
Truck1276013,N2 start,N105 start,26,30,11,4
Truck1275812,N1 start,N105 start,15,31,28,16
Truck1275814,N1 start,N105 start,15,31,28,16
Truck1275815,N1 start,N105 start,15,31,28,16
Truck1275816,N1 start,N105 start,15,31,28,16
Truck1275890,N2 start,N1 start,19,31,17,12
Truck1275893,N2 start,N1 start,19,31,17,12
Truck1276029,N2 start,N105 start,27,31,11,4
Truck1275833,N1 start,N105 start,16,32,28,16
Truck1275836,N105 start,N1 start,16,32,28,16
Truck1276008,N105 start,N2 start,26,32,11,6
Truck1275849,N1 start,N105 start,17,33,28,16
Truck1275915,N1 start,N2 start,21,33,17,12
Truck1275917,N1 start,N2 start,21,33,17,12
Truck1275924,N2 start,N1 start,21,33,17,12
