truck_id,source_id,sink_id,generated_at_step,removed_at_step,infra_crossing_count,total_driving_time
Truck4337711,N2 start,N105 start,2,6,11,4
Truck4337738,N2 start,N105 start,4,8,11,4
Truck4337669,N1 start,N2 start,0,12,17,12
Truck4337673,N1 start,N2 start,0,12,17,12
Truck4337679,N2 start,N1 start,0,12,17,12
Truck4337799,N2 start,N105 start,8,12,11,4
Truck4337800,N2 start,N105 start,8,12,11,4
Truck4337683,N1 start,N2 start,1,13,17,12
Truck4337685,N1 start,N2 start,1,13,17,12
Truck4337686,N1 start,N2 start,1,13,17,12
Truck4337693,N2 start,N1 start,1,13,17,12
Truck4337708,N2 start,N1 start,2,14,17,12
Truck4337709,N2 start,N1 start,2,14,17,12
Truck4337836,N2 start,N105 start,10,14,11,4
Truck4337670,N1 start,N105 start,0,16,28,16
Truck4337729,N1 start,N2 start,4,16,17,12
Truck4337737,N2 start,N1 start,4,16,17,12
Truck4337688,N105 start,N1 start,1,17,28,16
Truck4337745,N2 start,N1 start,5,17,17,12
Truck4337746,N2 start,N1 start,5,17,17,12
Truck4337889,N2 start,N105 start,13,17,11,4
Truck4337704,N105 start,N1 start,2,18,28,16
Truck4337752,N1 start,N2 start,6,18,17,12
Truck4337753,N1 start,N2 start,6,18,17,12
Truck4337762,N2 start,N1 start,6,18,17,12
Truck4337763,N2 start,N1 start,6,18,17,12
Truck4337764,N2 start,N1 start,6,18,17,12
Truck4337766,N2 start,N1 start,6,18,17,12
Truck4337718,N1 start,N105 start,3,19,28,16
Truck4337781,N2 start,N1 start,7,19,17,12
Truck4337782,N2 start,N1 start,7,19,17,12
Truck4337783,N2 start,N1 start,7,19,17,12
Truck4337728,N1 start,N105 start,4,20,28,16
Truck4337733,N105 start,N1 start,4,20,28,16
Truck4337787,N1 start,N2 start,8,20,17,12
Truck4337788,N1 start,N2 start,8,20,17,12
Truck4337789,N1 start,N2 start,8,20,17,12
Truck4337791,N1 start,N2 start,8,20,17,12
Truck4337798,N2 start,N1 start,8,20,17,12
Truck4337801,N2 start,N1 start,8,20,17,12
Truck4337938,N2 start,N105 start,16,20,11,4
Truck4337744,N1 start,N105 start,5,21,28,16
Truck4337816,N2 start,N1 start,9,21,17,12
Truck4337962,N2 start,N105 start,17,21,11,4
Truck4337759,N105 start,N1 start,6,22,28,16
Truck4337825,N1 start,N2 start,10,22,17,12
Truck4337837,N2 start,N1 start,10,22,17,12
Truck4337769,N1 start,N105 start,7,23,28,16
Truck4337772,N1 start,N105 start,7,23,28,16
Truck4337855,N2 start,N1 start,11,23,17,12
Truck4337956,N105 start,N2 start,17,23,11,6
Truck4337796,N105 start,N1 start,8,24,28,16
Truck4337859,N1 start,N2 start,12,24,17,12
Truck4337871,N2 start,N1 start,12,24,17,12
Truck4337968,N105 start,N2 start,18,24,11,6
Truck4337983,N105 start,N2 start,19,25,11,6
Truck4337826,N1 start,N105 start,10,26,28,16
Truck4337834,N105 start,N1 start,10,26,28,16
Truck4337895,N1 start,N2 start,14,26,17,12
Truck4337904,N2 start,N1 start,14,26,17,12
Truck4337905,N2 start,N1 start,14,26,17,12
Truck4338056,N2 start,N105 start,22,26,11,4
Truck4337848,N1 start,N105 start,11,27,28,16
Truck4337852,N105 start,N1 start,11,27,28,16
Truck4337910,N1 start,N2 start,15,27,17,12
Truck4337911,N1 start,N2 start,15,27,17,12
Truck4337860,N1 start,N105 start,12,28,28,16
Truck4337937,N2 start,N1 start,16,28,17,12
Truck4337875,N1 start,N105 start,13,29,28,16
Truck4337876,N1 start,N105 start,13,29,28,16
Truck4337881,N1 start,N105 start,13,29,28,16
Truck4337884,N105 start,N1 start,13,29,28,16
Truck4337961,N2 start,N1 start,17,29,17,12
Truck4337894,N1 start,N105 start,14,30,28,16
Truck4337898,N1 start,N105 start,14,30,28,16
Truck4337900,N105 start,N1 start,14,30,28,16
Truck4337964,N1 start,N2 start,18,30,17,12
Truck4337975,N1 start,N2 start,19,31,17,12
Truck4337927,N1 start,N105 start,16,32,28,16
Truck4337932,N105 start,N1 start,16,32,28,16
Truck4337933,N105 start,N1 start,16,32,28,16
Truck4337998,N1 start,N2 start,20,32,17,12
Truck4338014,N2 start,N1 start,20,32,17,12
Truck4337947,N1 start,N105 start,17,33,28,16
Truck4337955,N105 start,N1 start,17,33,28,16
Truck4337957,N105 start,N1 start,17,33,28,16
Truck4338016,N1 start,N2 start,21,33,17,12
Truck4338018,N1 start,N2 start,21,33,17,12
Truck4338030,N2 start,N1 start,21,33,17,12
Truck4338031,N2 start,N1 start,21,33,17,12
Truck4337965,N1 start,N105 start,18,34,28,16
Truck4337966,N105 start,N1 start,18,34,28,16
Truck4337967,N105 start,N1 start,18,34,28,16
Truck4338057,N2 start,N1 start,22,34,17,12
Truck4338058,N2 start,N1 start,22,34,17,12
Truck4338059,N2 start,N1 start,22,34,17,12
Truck4337976,N1 start,N105 start,19,35,28,16
Truck4337977,N1 start,N105 start,19,35,28,16
Truck4337982,N105 start,N1 start,19,35,28,16
Truck4338067,N1 start,N2 start,23,35,17,12
Truck4338005,N105 start,N1 start,20,36,28,16
Truck4338006,N105 start,N1 start,20,36,28,16
Truck4338007,N105 start,N1 start,20,36,28,16
Truck4338079,N1 start,N2 start,24,36,17,12
Truck4338083,N1 start,N2 start,24,36,17,12
Truck4338017,N1 start,N105 start,21,37,28,16
Truck4338021,N1 start,N105 start,21,37,28,16
Truck4338026,N105 start,N1 start,21,37,28,16
Truck4338099,N1 start,N2 start,25,37,17,12
Truck4338110,N2 start,N1 start,25,37,17,12
Truck4338243,N2 start,N105 start,33,37,11,4
Truck4338038,N1 start,N105 start,22,38,28,16
Truck4338045,N105 start,N1 start,22,38,28,16
Truck4338046,N105 start,N1 start,22,38,28,16
Truck4338048,N105 start,N1 start,22,38,28,16
Truck4338112,N1 start,N2 start,26,38,17,12
Truck4338114,N1 start,N2 start,26,38,17,12
Truck4338122,N2 start,N1 start,26,38,17,12
Truck4338069,N1 start,N105 start,23,39,28,16
Truck4338074,N105 start,N1 start,23,39,28,16
Truck4338076,N105 start,N1 start,23,39,28,16
Truck4338128,N1 start,N2 start,27,39,17,12
Truck4338134,N2 start,N1 start,27,39,17,12
Truck4338136,N2 start,N1 start,27,39,17,12
Truck4338283,N2 start,N105 start,35,39,11,4
Truck4338082,N1 start,N105 start,24,40,28,16
