truck_id,source_id,sink_id,generated_at_step,removed_at_step,infra_crossing_count,total_driving_time
Truck383482,N2 start,N105 start,1,5,11,4
Truck383520,N2 start,N105 start,3,7,11,4
Truck383562,N2 start,N105 start,5,9,11,4
Truck383545,N207 start,N204 end,4,10,13,6
Truck383558,N105 start,N2 start,5,11,11,6
Truck383449,N1 start,N2 start,0,12,17,12
Truck383450,N1 start,N2 start,0,12,17,12
Truck383463,N2 start,N1 start,0,12,17,12
Truck383618,N2 start,N105 start,8,12,11,4
Truck383472,N1 start,N2 start,1,13,17,12
Truck383481,N2 start,N1 start,1,13,17,12
Truck383638,N2 start,N105 start,9,13,11,4
Truck383487,N1 start,N2 start,2,14,17,12
Truck383491,N1 start,N2 start,2,14,17,12
Truck383501,N2 start,N1 start,2,14,17,12
Truck383507,N1 start,N2 start,3,15,17,12
Truck383508,N1 start,N2 start,3,15,17,12
Truck383510,N1 start,N2 start,3,15,17,12
Truck383517,N2 start,N1 start,3,15,17,12
Truck383518,N2 start,N1 start,3,15,17,12
Truck383457,N105 start,N1 start,0,16,28,16
Truck383459,N105 start,N1 start,0,16,28,16
Truck383460,N105 start,N1 start,0,16,28,16
Truck383528,N1 start,N2 start,4,16,17,12
Truck383529,N1 start,N2 start,4,16,17,12
Truck383531,N1 start,N2 start,4,16,17,12
Truck383540,N2 start,N1 start,4,16,17,12
Truck383541,N2 start,N1 start,4,16,17,12
Truck383467,N1 start,N105 start,1,17,28,16
Truck383469,N1 start,N105 start,1,17,28,16
Truck383470,N1 start,N105 start,1,17,28,16
Truck383476,N105 start,N1 start,1,17,28,16
Truck383477,N105 start,N1 start,1,17,28,16
Truck383548,N1 start,N2 start,5,17,17,12
Truck383550,N1 start,N2 start,5,17,17,12
Truck383561,N2 start,N1 start,5,17,17,12
Truck383563,N2 start,N1 start,5,17,17,12
Truck383698,N2 start,N105 start,13,17,11,4
Truck383490,N1 start,N105 start,2,18,28,16
Truck383512,N105 start,N1 start,3,19,28,16
Truck383513,N105 start,N1 start,3,19,28,16
Truck383594,N1 start,N2 start,7,19,17,12
Truck383596,N1 start,N2 start,7,19,17,12
Truck383527,N1 start,N105 start,4,20,28,16
Truck383535,N105 start,N1 start,4,20,28,16
