truck_id,source_id,sink_id,generated_at_step,removed_at_step,infra_crossing_count,total_driving_time
Truck11,N105 start,N2 start,1,7,11,6
Truck62,N105 start,N2 start,3,9,11,6
Truck106,N2 start,N105 start,5,9,11,4
Truck82,N105 start,N2 start,4,10,11,6
Truck4,N2 start,N1 start,0,12,17,12
Truck5,N1 start,N2 start,1,13,17,12
Truck19,N2 start,N1 start,1,13,17,12
Truck20,N2 start,N1 start,1,13,17,12
Truck23,N2 start,N1 start,1,13,17,12
Truck136,N105 start,N2 start,7,13,11,6
Truck30,N1 start,N2 start,2,14,17,12
Truck46,N2 start,N1 start,2,14,17,12
Truck49,N2 start,N1 start,2,14,17,12
Truck50,N2 start,N1 start,2,14,17,12
Truck51,N2 start,N1 start,2,14,17,12
Truck54,N1 start,N2 start,3,15,17,12
Truck55,N1 start,N2 start,3,15,17,12
Truck68,N2 start,N1 start,3,15,17,12
Truck69,N2 start,N1 start,3,15,17,12
Truck71,N2 start,N1 start,3,15,17,12
Truck172,N105 start,N2 start,9,15,11,6
Truck0,N1 start,N105 start,0,16,28,16
Truck3,N105 start,N1 start,0,16,28,16
Truck77,N1 start,N2 start,4,16,17,12
Truck92,N2 start,N1 start,4,16,17,12
Truck6,N1 start,N105 start,1,17,28,16
Truck13,N105 start,N1 start,1,17,28,16
Truck14,N105 start,N1 start,1,17,28,16
Truck29,N1 start,N105 start,2,18,28,16
Truck35,N105 start,N1 start,2,18,28,16
Truck37,N105 start,N1 start,2,18,28,16
Truck38,N105 start,N1 start,2,18,28,16
Truck112,N1 start,N2 start,6,18,17,12
Truck59,N105 start,N1 start,3,19,28,16
Truck60,N105 start,N1 start,3,19,28,16
Truck63,N105 start,N1 start,3,19,28,16
Truck129,N1 start,N2 start,7,19,17,12
Truck142,N2 start,N1 start,7,19,17,12
Truck144,N2 start,N1 start,7,19,17,12
Truck148,N1 start,N2 start,8,20,17,12
Truck260,N105 start,N2 start,14,20,11,6
Truck102,N105 start,N1 start,5,21,28,16
Truck164,N1 start,N2 start,9,21,17,12
Truck165,N1 start,N2 start,9,21,17,12
Truck117,N105 start,N1 start,6,22,28,16
Truck118,N105 start,N1 start,6,22,28,16
Truck119,N105 start,N1 start,6,22,28,16
Truck178,N1 start,N2 start,10,22,17,12
Truck184,N1 start,N2 start,10,22,17,12
Truck192,N2 start,N1 start,10,22,17,12
Truck193,N2 start,N1 start,10,22,17,12
Truck327,N2 start,N105 start,18,22,11,4
Truck132,N1 start,N105 start,7,23,28,16
Truck197,N1 start,N2 start,11,23,17,12
Truck199,N1 start,N2 start,11,23,17,12
Truck210,N2 start,N1 start,11,23,17,12
Truck346,N2 start,N105 start,19,23,11,4
Truck146,N1 start,N105 start,8,24,28,16
Truck153,N105 start,N1 start,8,24,28,16
Truck214,N1 start,N2 start,12,24,17,12
Truck226,N2 start,N1 start,12,24,17,12
Truck161,N1 start,N105 start,9,25,28,16
Truck163,N1 start,N105 start,9,25,28,16
Truck166,N1 start,N105 start,9,25,28,16
Truck173,N105 start,N1 start,9,25,28,16
