truck_id,source_id,sink_id,generated_at_step,removed_at_step,infra_crossing_count,total_driving_time
Truck4847532,N105 start,N2 start,1,7,11,6
Truck4847548,N105 start,N2 start,2,8,11,6
Truck4847564,N105 start,N2 start,3,9,11,6
Truck4847615,N2 start,N105 start,6,10,11,4
Truck4847598,N105 start,N2 start,5,11,11,6
Truck4847535,N2 start,N1 start,1,13,17,12
Truck4847544,N1 start,N2 start,2,14,17,12
Truck4847551,N2 start,N1 start,2,14,17,12
Truck4847552,N2 start,N1 start,2,14,17,12
Truck4847680,N2 start,N105 start,10,14,11,4
Truck4847554,N1 start,N2 start,3,15,17,12
Truck4847555,N1 start,N2 start,3,15,17,12
Truck4847570,N2 start,N1 start,3,15,17,12
Truck4847513,N1 start,N105 start,0,16,28,16
Truck4847519,N105 start,N1 start,0,16,28,16
Truck4847574,N1 start,N2 start,4,16,17,12
Truck4847575,N1 start,N2 start,4,16,17,12
Truck4847584,N2 start,N1 start,4,16,17,12
Truck4847585,N2 start,N1 start,4,16,17,12
Truck4847528,N1 start,N105 start,1,17,28,16
Truck4847531,N105 start,N1 start,1,17,28,16
Truck4847588,N1 start,N2 start,5,17,17,12
Truck4847601,N2 start,N1 start,5,17,17,12
Truck4847542,N1 start,N105 start,2,18,28,16
Truck4847543,N1 start,N105 start,2,18,28,16
Truck4847549,N105 start,N1 start,2,18,28,16
Truck4847550,N105 start,N1 start,2,18,28,16
Truck4847614,N2 start,N1 start,6,18,17,12
Truck4847562,N105 start,N1 start,3,19,28,16
Truck4847563,N105 start,N1 start,3,19,28,16
Truck4847619,N1 start,N2 start,7,19,17,12
Truck4847620,N1 start,N2 start,7,19,17,12
Truck4847627,N2 start,N1 start,7,19,17,12
Truck4847580,N105 start,N1 start,4,20,28,16
Truck4847582,N105 start,N1 start,4,20,28,16
Truck4847631,N1 start,N2 start,8,20,17,12
Truck4847647,N2 start,N1 start,8,20,17,12
Truck4847648,N2 start,N1 start,8,20,17,12
Truck4847740,N105 start,N2 start,14,20,11,6
Truck4847771,N2 start,N105 start,16,20,11,4
Truck4847589,N1 start,N105 start,5,21,28,16
Truck4847651,N1 start,N2 start,9,21,17,12
Truck4847654,N1 start,N2 start,9,21,17,12
Truck4847655,N1 start,N2 start,9,21,17,12
Truck4847664,N1 start,N2 start,9,21,17,12
Truck4847786,N2 start,N105 start,17,21,11,4
Truck4847603,N1 start,N105 start,6,22,28,16
Truck4847605,N1 start,N105 start,6,22,28,16
Truck4847610,N105 start,N1 start,6,22,28,16
Truck4847673,N1 start,N2 start,10,22,17,12
Truck4847678,N2 start,N1 start,10,22,17,12
Truck4847682,N2 start,N1 start,10,22,17,12
Truck4847804,N2 start,N105 start,18,22,11,4
Truck4847690,N1 start,N2 start,11,23,17,12
Truck4847704,N2 start,N1 start,11,23,17,12
Truck4847705,N2 start,N1 start,11,23,17,12
Truck4847706,N2 start,N1 start,11,23,17,12
Truck4847640,N105 start,N1 start,8,24,28,16
Truck4847643,N105 start,N1 start,8,24,28,16
Truck4847718,N2 start,N1 start,12,24,17,12
Truck4847846,N2 start,N105 start,20,24,11,4
Truck4847656,N1 start,N105 start,9,25,28,16
Truck4847657,N1 start,N105 start,9,25,28,16
Truck4847663,N1 start,N105 start,9,25,28,16
Truck4847722,N1 start,N2 start,13,25,17,12
Truck4847731,N2 start,N1 start,13,25,17,12
Truck4847674,N1 start,N105 start,10,26,28,16
Truck4847677,N105 start,N1 start,10,26,28,16
Truck4847737,N1 start,N2 start,14,26,17,12
Truck4847696,N105 start,N1 start,11,27,28,16
Truck4847910,N2 start,N105 start,23,27,11,4
Truck4847710,N1 start,N105 start,12,28,28,16
Truck4847755,N1 start,N2 start,16,28,17,12
Truck4847726,N105 start,N1 start,13,29,28,16
Truck4847727,N105 start,N1 start,13,29,28,16
Truck4847772,N1 start,N2 start,17,29,17,12
Truck4847787,N2 start,N1 start,17,29,17,12
Truck4847788,N2 start,N1 start,17,29,17,12
Truck4847805,N2 start,N1 start,18,30,17,12
Truck4847745,N1 start,N105 start,15,31,28,16
Truck4847748,N105 start,N1 start,15,31,28,16
Truck4847749,N105 start,N1 start,15,31,28,16
Truck4847810,N1 start,N2 start,19,31,17,12
Truck4847814,N1 start,N2 start,19,31,17,12
Truck4847756,N1 start,N105 start,16,32,28,16
Truck4847825,N1 start,N2 start,20,32,17,12
Truck4847826,N1 start,N2 start,20,32,17,12
Truck4847843,N2 start,N1 start,20,32,17,12
Truck4847845,N2 start,N1 start,20,32,17,12
Truck4847782,N105 start,N1 start,17,33,28,16
Truck4847783,N105 start,N1 start,17,33,28,16
Truck4847784,N105 start,N1 start,17,33,28,16
Truck4847785,N105 start,N1 start,17,33,28,16
Truck4847852,N1 start,N2 start,21,33,17,12
Truck4847853,N1 start,N2 start,21,33,17,12
Truck4847867,N2 start,N1 start,21,33,17,12
Truck4847868,N2 start,N1 start,21,33,17,12
Truck4847792,N1 start,N105 start,18,34,28,16
Truck4847889,N2 start,N1 start,22,34,17,12
Truck4847891,N2 start,N1 start,22,34,17,12
Truck4847808,N1 start,N105 start,19,35,28,16
Truck4847819,N105 start,N1 start,19,35,28,16
Truck4847895,N1 start,N2 start,23,35,17,12
Truck4847836,N105 start,N1 start,20,36,28,16
Truck4847838,N105 start,N1 start,20,36,28,16
Truck4847839,N105 start,N1 start,20,36,28,16
Truck4847915,N1 start,N2 start,24,36,17,12
Truck4847917,N1 start,N2 start,24,36,17,12
Truck4847929,N2 start,N1 start,24,36,17,12
Truck4847850,N1 start,N105 start,21,37,28,16
Truck4847854,N1 start,N105 start,21,37,28,16
Truck4847861,N105 start,N1 start,21,37,28,16
Truck4847862,N105 start,N1 start,21,37,28,16
Truck4847932,N1 start,N2 start,25,37,17,12
Truck4848091,N2 start,N105 start,33,37,11,4
Truck4847871,N1 start,N105 start,22,38,28,16
Truck4847879,N105 start,N1 start,22,38,28,16
Truck4847881,N105 start,N1 start,22,38,28,16
Truck4847947,N1 start,N2 start,26,38,17,12
Truck4847948,N1 start,N2 start,26,38,17,12
Truck4847949,N1 start,N2 start,26,38,17,12
Truck4847952,N1 start,N2 start,26,38,17,12
Truck4847955,N1 start,N2 start,26,38,17,12
Truck4848110,N2 start,N105 start,34,38,11,4
Truck4847894,N1 start,N105 start,23,39,28,16
Truck4847896,N1 start,N105 start,23,39,28,16
Truck4847897,N1 start,N105 start,23,39,28,16
Truck4847898,N1 start,N105 start,23,39,28,16
Truck4847904,N105 start,N1 start,23,39,28,16
Truck4847971,N1 start,N2 start,27,39,17,12
Truck4847985,N2 start,N1 start,27,39,17,12
Truck4848144,N2 start,N105 start,36,40,11,4
Truck4848145,N2 start,N105 start,36,40,11,4
Truck4847934,N1 start,N105 start,25,41,28,16
Truck4847940,N105 start,N1 start,25,41,28,16
Truck4848007,N1 start,N2 start,29,41,17,12
Truck4848009,N1 start,N2 start,29,41,17,12
Truck4848021,N2 start,N1 start,29,41,17,12
Truck4848022,N2 start,N1 start,29,41,17,12
Truck4847950,N1 start,N105 start,26,42,28,16
Truck4847954,N1 start,N105 start,26,42,28,16
Truck4847956,N1 start,N105 start,26,42,28,16
Truck4847963,N105 start,N1 start,26,42,28,16
Truck4848025,N1 start,N2 start,30,42,17,12
Truck4848028,N1 start,N2 start,30,42,17,12
Truck4848036,N2 start,N1 start,30,42,17,12
Truck4848142,N105 start,N2 start,36,42,11,6
Truck4847972,N1 start,N105 start,27,43,28,16
Truck4847976,N1 start,N105 start,27,43,28,16
Truck4848045,N1 start,N2 start,31,43,17,12
Truck4848058,N2 start,N1 start,31,43,17,12
Truck4847993,N105 start,N1 start,28,44,28,16
Truck4848065,N1 start,N2 start,32,44,17,12
Truck4848071,N2 start,N1 start,32,44,17,12
Truck4848072,N2 start,N1 start,32,44,17,12
Truck4848073,N2 start,N1 start,32,44,17,12
Truck4848013,N105 start,N1 start,29,45,28,16
Truck4848014,N105 start,N1 start,29,45,28,16
Truck4848077,N1 start,N2 start,33,45,17,12
Truck4848200,N105 start,N2 start,39,45,11,6
Truck4848245,N2 start,N105 start,41,45,11,4
Truck4848247,N2 start,N105 start,41,45,11,4
Truck4848033,N105 start,N1 start,30,46,28,16
Truck4848097,N1 start,N2 start,34,46,17,12
Truck4848108,N2 start,N1 start,34,46,17,12
Truck4848109,N2 start,N1 start,34,46,17,12
Truck4848264,N2 start,N105 start,42,46,11,4
Truck4848050,N105 start,N1 start,31,47,28,16
Truck4848051,N105 start,N1 start,31,47,28,16
Truck4848117,N1 start,N2 start,35,47,17,12
Truck4848127,N2 start,N1 start,35,47,17,12
Truck4848128,N2 start,N1 start,35,47,17,12
Truck4848129,N2 start,N1 start,35,47,17,12
Truck4848130,N2 start,N1 start,35,47,17,12
Truck4848137,N1 start,N2 start,36,48,17,12
Truck4848085,N105 start,N1 start,33,49,28,16
Truck4848154,N1 start,N2 start,37,49,17,12
Truck4848168,N2 start,N1 start,37,49,17,12
Truck4848169,N2 start,N1 start,37,49,17,12
Truck4848326,N2 start,N105 start,45,49,11,4
Truck4848096,N1 start,N105 start,34,50,28,16
Truck4848104,N105 start,N1 start,34,50,28,16
Truck4848171,N1 start,N2 start,38,50,17,12
Truck4848174,N1 start,N2 start,38,50,17,12
Truck4848187,N2 start,N1 start,38,50,17,12
Truck4848188,N2 start,N1 start,38,50,17,12
Truck4848120,N105 start,N1 start,35,51,28,16
Truck4848207,N2 start,N1 start,39,51,17,12
Truck4848208,N2 start,N1 start,39,51,17,12
Truck4848136,N1 start,N105 start,36,52,28,16
Truck4848139,N105 start,N1 start,36,52,28,16
Truck4848224,N2 start,N1 start,40,52,17,12
Truck4848153,N1 start,N105 start,37,53,28,16
Truck4848160,N105 start,N1 start,37,53,28,16
Truck4848163,N105 start,N1 start,37,53,28,16
Truck4848235,N1 start,N2 start,41,53,17,12
Truck4848246,N2 start,N1 start,41,53,17,12
Truck4848181,N105 start,N1 start,38,54,28,16
Truck4848182,N105 start,N1 start,38,54,28,16
Truck4848183,N105 start,N1 start,38,54,28,16
Truck4848253,N1 start,N2 start,42,54,17,12
Truck4848263,N2 start,N1 start,42,54,17,12
Truck4848265,N2 start,N1 start,42,54,17,12
Truck4848266,N2 start,N1 start,42,54,17,12
Truck4848267,N2 start,N1 start,42,54,17,12
Truck4848199,N105 start,N1 start,39,55,28,16
Truck4848275,N1 start,N2 start,43,55,17,12
Truck4848280,N1 start,N2 start,43,55,17,12
Truck4848291,N2 start,N1 start,43,55,17,12
Truck4848292,N2 start,N1 start,43,55,17,12
Truck4848436,N2 start,N105 start,51,55,11,4
Truck4848212,N1 start,N105 start,40,56,28,16
Truck4848214,N1 start,N105 start,40,56,28,16
Truck4848300,N1 start,N2 start,44,56,17,12
Truck4848228,N1 start,N105 start,41,57,28,16
Truck4848240,N105 start,N1 start,41,57,28,16
Truck4848319,N1 start,N2 start,45,57,17,12
Truck4848320,N1 start,N2 start,45,57,17,12
Truck4848327,N2 start,N1 start,45,57,17,12
Truck4848435,N105 start,N2 start,51,57,11,6
Truck4848254,N1 start,N105 start,42,58,28,16
Truck4848255,N1 start,N105 start,42,58,28,16
Truck4848259,N105 start,N1 start,42,58,28,16
Truck4848339,N1 start,N2 start,46,58,17,12
Truck4847522,N2 start,N105 end,0,59,104,59
Truck4848285,N105 start,N1 start,43,59,28,16
Truck4848286,N105 start,N1 start,43,59,28,16
Truck4848287,N105 start,N1 start,43,59,28,16
Truck4848356,N1 start,N2 start,47,59,17,12
Truck4848368,N2 start,N1 start,47,59,17,12
Truck4848369,N2 start,N1 start,47,59,17,12
Truck4847536,N2 start,N105 end,1,60,104,59
Truck4848297,N1 start,N105 start,44,60,28,16
Truck4848299,N1 start,N105 start,44,60,28,16
Truck4848302,N1 start,N105 start,44,60,28,16
Truck4848304,N1 start,N105 start,44,60,28,16
Truck4848373,N1 start,N2 start,48,60,17,12
Truck4848377,N1 start,N2 start,48,60,17,12
Truck4848392,N1 start,N2 start,49,61,17,12
Truck4848408,N2 start,N1 start,49,61,17,12
Truck4848409,N2 start,N1 start,49,61,17,12
Truck4848410,N2 start,N1 start,49,61,17,12
Truck4848546,N2 start,N105 start,57,61,11,4
Truck4847571,N2 start,N105 end,3,62,104,59
Truck4848334,N1 start,N105 start,46,62,28,16
Truck4848420,N1 start,N2 start,50,62,17,12
Truck4848421,N1 start,N2 start,50,62,17,12
Truck4848426,N2 start,N1 start,50,62,17,12
Truck4848354,N1 start,N105 start,47,63,28,16
Truck4848363,N105 start,N1 start,47,63,28,16
Truck4848431,N1 start,N2 start,51,63,17,12
Truck4848542,N105 start,N2 start,57,63,11,6
Truck4848375,N1 start,N105 start,48,64,28,16
Truck4848382,N105 start,N1 start,48,64,28,16
Truck4848459,N2 start,N1 start,52,64,17,12
Truck4848555,N105 start,N2 start,58,64,11,6
Truck4847600,N105 end,N105 start,5,65,115,60
Truck4848393,N1 start,N105 start,49,65,28,16
Truck4848396,N1 start,N105 start,49,65,28,16
Truck4848399,N1 start,N105 start,49,65,28,16
Truck4848465,N1 start,N2 start,53,65,17,12
Truck4848466,N1 start,N2 start,53,65,17,12
Truck4848468,N1 start,N2 start,53,65,17,12
Truck4848614,N2 start,N105 start,61,65,11,4
Truck4848424,N105 start,N1 start,50,66,28,16
Truck4848483,N1 start,N2 start,54,66,17,12
Truck4848429,N1 start,N105 start,51,67,28,16
Truck4848430,N1 start,N105 start,51,67,28,16
Truck4848444,N1 start,N105 start,52,68,28,16
Truck4848453,N105 start,N1 start,52,68,28,16
Truck4848519,N1 start,N2 start,56,68,17,12
Truck4847681,N2 start,N105 end,10,69,104,59
Truck4848464,N1 start,N105 start,53,69,28,16
Truck4848472,N105 start,N1 start,53,69,28,16
Truck4848547,N2 start,N1 start,57,69,17,12
Truck4848548,N2 start,N1 start,57,69,17,12
Truck4847520,N105 end,N1 start,0,70,121,70
Truck4847642,N105 start,N105 end,8,70,115,62
Truck4847697,N105 end,N2 start,11,70,104,59
Truck4847702,N105 end,N2 start,11,70,104,59
Truck4848484,N1 start,N105 start,54,70,28,16
Truck4848487,N1 start,N105 start,54,70,28,16
Truck4848493,N105 start,N1 start,54,70,28,16
Truck4848560,N2 start,N1 start,58,70,17,12
Truck4848652,N105 start,N2 start,64,70,11,6
Truck4847511,N1 start,N105 end,0,71,121,71
Truck4847512,N1 start,N105 end,0,71,121,71
Truck4848505,N1 start,N105 start,55,71,28,16
Truck4848510,N105 start,N1 start,55,71,28,16
Truck4848511,N105 start,N1 start,55,71,28,16
Truck4847527,N1 start,N105 end,1,72,121,71
Truck4847728,N105 end,N2 start,13,72,104,59
Truck4848583,N1 start,N2 start,60,72,17,12
Truck4848585,N1 start,N2 start,60,72,17,12
