truck_id,source_id,sink_id,generated_at_step,removed_at_step,infra_crossing_count,total_driving_time
Truck1914162,N2 start,N105 start,3,7,11,4
Truck1914204,N2 start,N105 start,5,9,11,4
Truck1914088,N1 start,N2 start,0,12,17,12
Truck1914103,N2 start,N1 start,0,12,17,12
Truck1914105,N2 start,N1 start,0,12,17,12
Truck1914108,N1 start,N2 start,1,13,17,12
Truck1914112,N1 start,N2 start,1,13,17,12
Truck1914126,N1 start,N2 start,2,14,17,12
Truck1914127,N1 start,N2 start,2,14,17,12
Truck1914130,N1 start,N2 start,2,14,17,12
Truck1914131,N1 start,N2 start,2,14,17,12
Truck1914137,N2 start,N1 start,2,14,17,12
Truck1914286,N2 start,N105 start,10,14,11,4
Truck1914145,N1 start,N2 start,3,15,17,12
Truck1914146,N1 start,N2 start,3,15,17,12
Truck1914148,N1 start,N2 start,3,15,17,12
Truck1914149,N1 start,N2 start,3,15,17,12
Truck1914161,N2 start,N1 start,3,15,17,12
Truck1914260,N105 start,N2 start,9,15,11,6
Truck1914090,N1 start,N105 start,0,16,28,16
Truck1914093,N1 start,N105 start,0,16,28,16
Truck1914095,N1 start,N105 start,0,16,28,16
Truck1914099,N105 start,N1 start,0,16,28,16
Truck1914100,N105 start,N1 start,0,16,28,16
Truck1914165,N1 start,N2 start,4,16,17,12
Truck1914166,N1 start,N2 start,4,16,17,12
Truck1914180,N2 start,N1 start,4,16,17,12
Truck1914182,N2 start,N1 start,4,16,17,12
Truck1914109,N1 start,N105 start,1,17,28,16
Truck1914191,N1 start,N2 start,5,17,17,12
Truck1914192,N1 start,N2 start,5,17,17,12
Truck1914193,N1 start,N2 start,5,17,17,12
Truck1914203,N2 start,N1 start,5,17,17,12
Truck1914206,N2 start,N1 start,5,17,17,12
Truck1914207,N2 start,N1 start,5,17,17,12
Truck1914125,N1 start,N105 start,2,18,28,16
Truck1914211,N1 start,N2 start,6,18,17,12
Truck1914213,N1 start,N2 start,6,18,17,12
Truck1914216,N1 start,N2 start,6,18,17,12
Truck1914224,N2 start,N1 start,6,18,17,12
Truck1914318,N105 start,N2 start,12,18,11,6
Truck1914365,N2 start,N105 start,14,18,11,4
Truck1914144,N1 start,N105 start,3,19,28,16
Truck1914225,N1 start,N2 start,7,19,17,12
Truck1914226,N1 start,N2 start,7,19,17,12
Truck1914239,N2 start,N1 start,7,19,17,12
Truck1914341,N105 start,N2 start,13,19,11,6
Truck1914388,N2 start,N105 start,15,19,11,4
Truck1914250,N2 start,N1 start,8,20,17,12
Truck1914411,N2 start,N105 start,16,20,11,4
Truck1914190,N1 start,N105 start,5,21,28,16
Truck1914265,N2 start,N1 start,9,21,17,12
Truck1914266,N2 start,N1 start,9,21,17,12
Truck1914380,N105 start,N2 start,15,21,11,6
Truck1914382,N105 start,N2 start,15,21,11,6
Truck1914214,N1 start,N105 start,6,22,28,16
Truck1914215,N1 start,N105 start,6,22,28,16
Truck1914269,N1 start,N2 start,10,22,17,12
Truck1914270,N1 start,N2 start,10,22,17,12
Truck1914284,N2 start,N1 start,10,22,17,12
Truck1914287,N2 start,N1 start,10,22,17,12
Truck1914404,N105 start,N2 start,16,22,11,6
Truck1914461,N2 start,N105 start,19,23,11,4
Truck1914241,N1 start,N105 start,8,24,28,16
Truck1914247,N105 start,N1 start,8,24,28,16
Truck1914313,N1 start,N2 start,12,24,17,12
Truck1914315,N1 start,N2 start,12,24,17,12
Truck1914316,N1 start,N2 start,12,24,17,12
Truck1914325,N2 start,N1 start,12,24,17,12
Truck1914326,N2 start,N1 start,12,24,17,12
Truck1914253,N1 start,N105 start,9,25,28,16
Truck1914255,N1 start,N105 start,9,25,28,16
Truck1914256,N1 start,N105 start,9,25,28,16
Truck1914261,N105 start,N1 start,9,25,28,16
Truck1914345,N2 start,N1 start,13,25,17,12
Truck1914346,N2 start,N1 start,13,25,17,12
Truck1914272,N1 start,N105 start,10,26,28,16
Truck1914275,N105 start,N1 start,10,26,28,16
Truck1914276,N105 start,N1 start,10,26,28,16
Truck1914277,N105 start,N1 start,10,26,28,16
Truck1914352,N1 start,N2 start,14,26,17,12
Truck1914366,N2 start,N1 start,14,26,17,12
Truck1914302,N105 start,N1 start,11,27,28,16
Truck1914384,N2 start,N1 start,15,27,17,12
Truck1914386,N2 start,N1 start,15,27,17,12
Truck1914387,N2 start,N1 start,15,27,17,12
Truck1914389,N2 start,N1 start,15,27,17,12
Truck1914536,N2 start,N105 start,23,27,11,4
Truck1914310,N1 start,N105 start,12,28,28,16
Truck1914314,N1 start,N105 start,12,28,28,16
Truck1914319,N105 start,N1 start,12,28,28,16
Truck1914320,N105 start,N1 start,12,28,28,16
Truck1914412,N2 start,N1 start,16,28,17,12
Truck1914339,N105 start,N1 start,13,29,28,16
Truck1914342,N105 start,N1 start,13,29,28,16
Truck1914416,N1 start,N2 start,17,29,17,12
Truck1914424,N2 start,N1 start,17,29,17,12
Truck1914528,N105 start,N2 start,23,29,11,6
Truck1914529,N105 start,N2 start,23,29,11,6
Truck1914538,N204 end,N207 start,23,29,13,6
Truck1914351,N1 start,N105 start,14,30,28,16
Truck1914358,N105 start,N1 start,14,30,28,16
Truck1914431,N1 start,N2 start,18,30,17,12
Truck1914433,N1 start,N2 start,18,30,17,12
Truck1914442,N2 start,N1 start,18,30,17,12
Truck1914443,N2 start,N1 start,18,30,17,12
Truck1914369,N1 start,N105 start,15,31,28,16
Truck1914370,N1 start,N105 start,15,31,28,16
Truck1914381,N105 start,N1 start,15,31,28,16
Truck1914445,N1 start,N2 start,19,31,17,12
Truck1914449,N1 start,N2 start,19,31,17,12
Truck1914459,N2 start,N1 start,19,31,17,12
Truck1914460,N2 start,N1 start,19,31,17,12
Truck1914608,N2 start,N105 start,27,31,11,4
Truck1914402,N1 start,N105 start,16,32,28,16
Truck1914466,N1 start,N2 start,20,32,17,12
Truck1914484,N2 start,N1 start,20,32,17,12
Truck1914490,N1 start,N2 start,21,33,17,12
Truck1914502,N2 start,N1 start,21,33,17,12
Truck1914504,N2 start,N1 start,21,33,17,12
Truck1914438,N105 start,N1 start,18,34,28,16
Truck1914510,N1 start,N2 start,22,34,17,12
Truck1914511,N1 start,N2 start,22,34,17,12
Truck1914514,N1 start,N2 start,22,34,17,12
Truck1914515,N1 start,N2 start,22,34,17,12
Truck1914521,N2 start,N1 start,22,34,17,12
Truck1914446,N1 start,N105 start,19,35,28,16
Truck1914453,N105 start,N1 start,19,35,28,16
Truck1914454,N105 start,N1 start,19,35,28,16
Truck1914532,N2 start,N1 start,23,35,17,12
Truck1914533,N2 start,N1 start,23,35,17,12
Truck1914535,N2 start,N1 start,23,35,17,12
Truck1914653,N105 start,N2 start,29,35,11,6
Truck1914186,N207 end,N208 start,4,36,50,32
Truck1914464,N1 start,N105 start,20,36,28,16
Truck1914542,N1 start,N2 start,24,36,17,12
Truck1914558,N2 start,N1 start,24,36,17,12
Truck1914559,N2 start,N1 start,24,36,17,12
Truck1914496,N105 start,N1 start,21,37,28,16
Truck1914497,N105 start,N1 start,21,37,28,16
Truck1914498,N105 start,N1 start,21,37,28,16
Truck1914564,N1 start,N2 start,25,37,17,12
Truck1914566,N1 start,N2 start,25,37,17,12
Truck1914516,N1 start,N105 start,22,38,28,16
Truck1914519,N105 start,N1 start,22,38,28,16
Truck1914525,N1 start,N105 start,23,39,28,16
Truck1914609,N2 start,N1 start,27,39,17,12
Truck1914610,N2 start,N1 start,27,39,17,12
Truck1914611,N2 start,N1 start,27,39,17,12
Truck1914543,N1 start,N105 start,24,40,28,16
Truck1914552,N105 start,N1 start,24,40,28,16
Truck1914553,N105 start,N1 start,24,40,28,16
Truck1914621,N1 start,N2 start,28,40,17,12
Truck1914622,N1 start,N2 start,28,40,17,12
Truck1914624,N1 start,N2 start,28,40,17,12
Truck1914625,N1 start,N2 start,28,40,17,12
Truck1914626,N1 start,N2 start,28,40,17,12
Truck1914636,N2 start,N1 start,28,40,17,12
Truck1914637,N2 start,N1 start,28,40,17,12
Truck1914573,N105 start,N1 start,25,41,28,16
Truck1914574,N105 start,N1 start,25,41,28,16
Truck1914782,N2 start,N105 start,37,41,11,4
Truck1914185,N204 start,N207 start,4,42,106,38
Truck1914587,N1 start,N105 start,26,42,28,16
Truck1914663,N1 start,N2 start,30,42,17,12
Truck1914671,N2 start,N1 start,30,42,17,12
Truck1914672,N2 start,N1 start,30,42,17,12
Truck1914601,N105 start,N1 start,27,43,28,16
Truck1914680,N1 start,N2 start,31,43,17,12
Truck1914618,N1 start,N105 start,28,44,28,16
Truck1914628,N1 start,N105 start,28,44,28,16
Truck1914633,N105 start,N1 start,28,44,28,16
Truck1914695,N1 start,N2 start,32,44,17,12
Truck1914696,N1 start,N2 start,32,44,17,12
Truck1914846,N2 start,N105 start,40,44,11,4
Truck1914646,N1 start,N105 start,29,45,28,16
Truck1914652,N105 start,N1 start,29,45,28,16
Truck1914718,N2 start,N1 start,33,45,17,12
Truck1914719,N2 start,N1 start,33,45,17,12
Truck1914725,N1 start,N2 start,34,46,17,12
Truck1914727,N1 start,N2 start,34,46,17,12
Truck1914729,N1 start,N2 start,34,46,17,12
Truck1914685,N105 start,N1 start,31,47,28,16
Truck1914686,N105 start,N1 start,31,47,28,16
Truck1914693,N1 start,N105 start,32,48,28,16
Truck1914697,N1 start,N105 start,32,48,28,16
Truck1914703,N105 start,N1 start,32,48,28,16
Truck1914704,N105 start,N1 start,32,48,28,16
Truck1914774,N1 start,N2 start,37,49,17,12
Truck1914780,N2 start,N1 start,37,49,17,12
Truck1914783,N2 start,N1 start,37,49,17,12
Truck1914893,N105 start,N2 start,43,49,11,6
Truck1914805,N1 start,N2 start,39,51,17,12
Truck1914806,N1 start,N2 start,39,51,17,12
Truck1914807,N1 start,N2 start,39,51,17,12
Truck1914817,N2 start,N1 start,39,51,17,12
Truck1914765,N105 start,N1 start,36,52,28,16
Truck1914844,N2 start,N1 start,40,52,17,12
