truck_id,source_id,sink_id,generated_at_step,removed_at_step,infra_crossing_count,total_driving_time
Truck1786619,N2 start,N105 start,2,6,11,4
Truck1786646,N2 start,N105 start,4,8,11,4
Truck1786577,N1 start,N2 start,0,12,17,12
Truck1786581,N1 start,N2 start,0,12,17,12
Truck1786587,N2 start,N1 start,0,12,17,12
Truck1786707,N2 start,N105 start,8,12,11,4
Truck1786708,N2 start,N105 start,8,12,11,4
Truck1786591,N1 start,N2 start,1,13,17,12
Truck1786593,N1 start,N2 start,1,13,17,12
Truck1786594,N1 start,N2 start,1,13,17,12
Truck1786601,N2 start,N1 start,1,13,17,12
Truck1786616,N2 start,N1 start,2,14,17,12
Truck1786617,N2 start,N1 start,2,14,17,12
Truck1786744,N2 start,N105 start,10,14,11,4
Truck1786578,N1 start,N105 start,0,16,28,16
Truck1786637,N1 start,N2 start,4,16,17,12
Truck1786645,N2 start,N1 start,4,16,17,12
Truck1786596,N105 start,N1 start,1,17,28,16
Truck1786653,N2 start,N1 start,5,17,17,12
Truck1786654,N2 start,N1 start,5,17,17,12
Truck1786797,N2 start,N105 start,13,17,11,4
Truck1786612,N105 start,N1 start,2,18,28,16
Truck1786660,N1 start,N2 start,6,18,17,12
Truck1786661,N1 start,N2 start,6,18,17,12
Truck1786670,N2 start,N1 start,6,18,17,12
Truck1786671,N2 start,N1 start,6,18,17,12
Truck1786672,N2 start,N1 start,6,18,17,12
Truck1786674,N2 start,N1 start,6,18,17,12
Truck1786626,N1 start,N105 start,3,19,28,16
Truck1786689,N2 start,N1 start,7,19,17,12
Truck1786690,N2 start,N1 start,7,19,17,12
Truck1786691,N2 start,N1 start,7,19,17,12
Truck1786636,N1 start,N105 start,4,20,28,16
Truck1786641,N105 start,N1 start,4,20,28,16
Truck1786695,N1 start,N2 start,8,20,17,12
Truck1786696,N1 start,N2 start,8,20,17,12
Truck1786697,N1 start,N2 start,8,20,17,12
Truck1786699,N1 start,N2 start,8,20,17,12
Truck1786706,N2 start,N1 start,8,20,17,12
Truck1786709,N2 start,N1 start,8,20,17,12
Truck1786807,N105 start,N2 start,14,20,11,6
Truck1786652,N1 start,N105 start,5,21,28,16
Truck1786724,N2 start,N1 start,9,21,17,12
Truck1786667,N105 start,N1 start,6,22,28,16
Truck1786733,N1 start,N2 start,10,22,17,12
Truck1786745,N2 start,N1 start,10,22,17,12
Truck1786677,N1 start,N105 start,7,23,28,16
Truck1786680,N1 start,N105 start,7,23,28,16
Truck1786763,N2 start,N1 start,11,23,17,12
Truck1786863,N105 start,N2 start,17,23,11,6
Truck1786704,N105 start,N1 start,8,24,28,16
Truck1786767,N1 start,N2 start,12,24,17,12
Truck1786779,N2 start,N1 start,12,24,17,12
Truck1786874,N105 start,N2 start,18,24,11,6
Truck1786734,N1 start,N105 start,10,26,28,16
Truck1786742,N105 start,N1 start,10,26,28,16
Truck1786805,N1 start,N2 start,14,26,17,12
Truck1786811,N2 start,N1 start,14,26,17,12
Truck1786812,N2 start,N1 start,14,26,17,12
Truck1786756,N1 start,N105 start,11,27,28,16
Truck1786760,N105 start,N1 start,11,27,28,16
Truck1786768,N1 start,N105 start,12,28,28,16
Truck1786844,N2 start,N1 start,16,28,17,12
Truck1786845,N2 start,N1 start,16,28,17,12
Truck1786846,N2 start,N1 start,16,28,17,12
Truck1786847,N2 start,N1 start,16,28,17,12
Truck1786783,N1 start,N105 start,13,29,28,16
Truck1786784,N1 start,N105 start,13,29,28,16
Truck1786789,N1 start,N105 start,13,29,28,16
Truck1786792,N105 start,N1 start,13,29,28,16
Truck1786851,N1 start,N2 start,17,29,17,12
Truck1786854,N1 start,N2 start,17,29,17,12
Truck1786868,N2 start,N1 start,17,29,17,12
Truck1786869,N2 start,N1 start,17,29,17,12
Truck1786804,N1 start,N105 start,14,30,28,16
Truck1786808,N105 start,N1 start,14,30,28,16
Truck1786872,N1 start,N2 start,18,30,17,12
Truck1786998,N105 start,N2 start,24,30,11,6
Truck1786882,N1 start,N2 start,19,31,17,12
